gene_id	seqnames	start	end	width	strand
ENSG00000208002	chr19	52281797	52281893	97	+
ENSG00000208003	chr15	80841978	80842073	96	-
ENSG00000208004	chr14	101056219	101056300	82	+
ENSG00000208005	chrX	134546328	134546398	71	-
ENSG00000208006	chr13	50048973	50049061	89	-
ENSG00000208008	chr19	51693254	51693339	86	+
ENSG00000208009	chr11	57641198	57641286	89	+
ENSG00000208012	chrX	53557192	53557274	83	-
ENSG00000208013	chrX	110055329	110055426	98	+
ENSG00000208014	chr7	93482760	93482855	96	-
ENSG00000208015	chrX	50008964	50009028	65	+
ENSG00000208017	chr16	69933081	69933180	100	+
ENSG00000208018	chr20	50585786	50585879	94	+
ENSG00000208022	chr12	80935736	80935833	98	-
ENSG00000208023	chr22	20033139	20033220	82	+
ENSG00000208024	chr1	172144535	172144644	110	-
ENSG00000208025	chr7	96219662	96219756	95	-
ENSG00000208027	chr14	101055419	101055491	73	+
ENSG00000208028	chr12	57519163	57519259	97	-
ENSG00000208032	chr8	104484369	104484465	97	-
ENSG00000208033	chr10	104218789	104218883	95	-
ENSG00000208036	chr7	100093993	100094074	82	-
ENSG00000208037	chr8	22244962	22245043	82	-
ENSG00000208308	chr2	135136628	135136755	128	+
ENSG00000208772	chr2	86135870	86136006	137	+
ENSG00000208797	chr4	151103827	151103891	65	+
ENSG00000208839	chrX	114630797	114630924	128	+
ENSG00000208883	chrX	110224985	110225063	79	-
ENSG00000208892	chr12	132031224	132031359	136	+
ENSG00000209042	chr20	49278940	49279028	89	+
ENSG00000209480	chr22	39313819	39313911	93	-
ENSG00000209482	chr22	39315213	39315307	95	-
ENSG00000209582	chr17	7574713	7574847	135	+
ENSG00000209645	chr19	10107651	10107735	85	+
ENSG00000209702	chr19	12706449	12706518	70	-
ENSG00000210181	chr3	36968191	36968316	126	-
ENSG00000210678	chr5	56297564	56297689	126	-
ENSG00000210709	chr17	46921124	46921249	126	+
ENSG00000210741	chr17	48632490	48632559	70	-
ENSG00000210825	chr11	93735111	93735236	126	-
ENSG00000210839	chr4	73026748	73026873	126	+
ENSG00000210841	chr3	57619447	57619572	126	+
ENSG00000211137	chr15	62823957	62824041	85	+
ENSG00000211445	chr5	151020438	151028993	8556	+
ENSG00000211448	chr14	80197527	80387757	190231	-
ENSG00000211450	chr11	57741250	57743554	2305	+
ENSG00000211451	chr1	145919013	145925341	6329	+
ENSG00000211452	chr1	53891239	53911086	19848	+
ENSG00000211454	chr1	19265982	19274194	8213	-
ENSG00000211455	chr12	27243968	27325959	81992	+
ENSG00000211456	chr3	45689056	45745424	56369	+
ENSG00000211460	chr2	121737103	121767853	30751	+
ENSG00000211491	chr13	40727828	40727875	48	-
ENSG00000211513	chr19	46709293	46709345	53	-
ENSG00000211514	chr17	59137758	59137872	115	-
ENSG00000211520	chr2	56000714	56000795	82	-
ENSG00000211532	chr19	53726922	53726986	65	+
ENSG00000211538	chrX	50009722	50009805	84	+
ENSG00000211543	chr1	116671749	116671827	79	+
ENSG00000211563	chr17	81125877	81125955	79	+
ENSG00000211568	chr11	43559656	43559753	98	+
ENSG00000211574	chr14	100852390	100852487	98	+
ENSG00000211575	chr1	93846832	93846911	80	+
ENSG00000211578	chrX	119646738	119646848	111	-
ENSG00000211579	chr13	52810050	52810140	91	+
ENSG00000211580	chr19	46018932	46019049	118	+
ENSG00000211581	chr1	156936131	156936244	114	-
ENSG00000211582	chr14	101026020	101026107	88	+
ENSG00000211583	chrX	152393421	152393529	109	-
ENSG00000211584	chr12	47753916	47782753	28838	+
ENSG00000211590	chr21	35720715	35720808	94	+
ENSG00000211591	chr16	30893903	30893985	83	+
ENSG00000211592	chr2	88857161	88857683	523	-
ENSG00000211593	chr2	88860568	88860605	38	-
ENSG00000211594	chr2	88860886	88860922	37	-
ENSG00000211595	chr2	88861221	88861258	38	-
ENSG00000211596	chr2	88861525	88861563	39	-
ENSG00000211597	chr2	88861886	88861923	38	-
ENSG00000211598	chr2	88885397	88886153	757	+
ENSG00000211599	chr2	88897232	88897784	553	+
ENSG00000211611	chr2	89159751	89160366	616	-
ENSG00000211623	chr2	89985922	89986702	781	+
ENSG00000211625	chr2	90038848	90039479	632	+
ENSG00000211626	chr2	90069662	90070238	577	+
ENSG00000211632	chr2	90172802	90173414	613	+
ENSG00000211633	chr2	90190193	90190681	489	+
ENSG00000211637	chr22	22030934	22031472	539	+
ENSG00000211638	chr22	22098700	22099212	513	+
ENSG00000211639	chr22	22162199	22162681	483	+
ENSG00000211640	chr22	22195713	22196460	748	+
ENSG00000211641	chr22	22201663	22202206	544	+
ENSG00000211642	chr22	22214794	22215270	477	+
ENSG00000211643	chr22	22318727	22319226	500	+
ENSG00000211644	chr22	22322472	22322980	509	+
ENSG00000211645	chr22	22327300	22327814	515	+
ENSG00000211647	chr22	22352940	22353433	494	+
ENSG00000211648	chr22	22357739	22358260	522	+
ENSG00000211649	chr22	22369614	22370087	474	+
ENSG00000211650	chr22	22375986	22376505	520	+
ENSG00000211651	chr22	22380766	22381347	582	+
ENSG00000211652	chr22	22395018	22395489	472	+
ENSG00000211653	chr22	22409766	22410282	517	+
ENSG00000211654	chr22	22427540	22428035	496	+
ENSG00000211655	chr22	22431958	22432465	508	+
ENSG00000211656	chr22	22588155	22588688	534	+
ENSG00000211657	chr22	22594528	22595056	529	+
ENSG00000211658	chr22	22668288	22668806	519	+
ENSG00000211659	chr22	22686726	22687271	546	+
ENSG00000211660	chr22	22697789	22698407	619	+
ENSG00000211661	chr22	22704265	22704822	558	+
ENSG00000211662	chr22	22711689	22713203	1515	+
ENSG00000211663	chr22	22720623	22721145	523	+
ENSG00000211664	chr22	22734607	22735096	490	+
ENSG00000211665	chr22	22747383	22747911	529	+
ENSG00000211666	chr22	22758700	22759218	519	+
ENSG00000211667	chr22	22771824	22772586	763	+
ENSG00000211668	chr22	22792491	22793007	517	+
ENSG00000211669	chr22	22811747	22812285	539	+
ENSG00000211670	chr22	22819010	22819756	747	+
ENSG00000211672	chr22	22871507	22872035	529	+
ENSG00000211673	chr22	22880706	22881396	691	+
ENSG00000211674	chr22	22893692	22893818	127	+
ENSG00000211675	chr22	22895375	22895834	460	+
ENSG00000211676	chr22	22899481	22899655	175	+
ENSG00000211677	chr22	22900976	22901437	462	+
ENSG00000211678	chr22	22904850	22905025	176	+
ENSG00000211679	chr22	22906342	22906803	462	+
ENSG00000211680	chr22	22910574	22910606	33	+
ENSG00000211681	chr22	22914237	22914308	72	+
ENSG00000211682	chr22	22918132	22918201	70	+
ENSG00000211683	chr22	23630618	23638941	8324	-
ENSG00000211684	chr22	22921390	22921435	46	+
ENSG00000211685	chr22	22922594	22923034	441	+
ENSG00000211687	chr7	38253380	38253429	50	-
ENSG00000211688	chr7	38256337	38256396	60	-
ENSG00000211689	chr7	38257879	38265678	7800	-
ENSG00000211690	chr7	38269491	38269540	50	-
ENSG00000211691	chr7	38273587	38273647	61	-
ENSG00000211692	chr7	38276259	38276318	60	-
ENSG00000211693	chr7	38291616	38292078	463	-
ENSG00000211694	chr7	38299811	38300322	512	-
ENSG00000211695	chr7	38317017	38318861	1845	-
ENSG00000211696	chr7	38330343	38330935	593	-
ENSG00000211697	chr7	38349355	38350022	668	-
ENSG00000211698	chr7	38353715	38354517	803	-
ENSG00000211699	chr7	38358512	38359162	651	-
ENSG00000211701	chr7	38367586	38368169	584	-
ENSG00000211706	chr7	142328297	142328786	490	+
ENSG00000211707	chr7	142332182	142332701	520	+
ENSG00000211710	chr7	142313184	142313666	483	+
ENSG00000211713	chr7	142380806	142381261	456	+
ENSG00000211714	chr7	142384329	142384841	513	+
ENSG00000211715	chr7	142389202	142389668	467	+
ENSG00000211716	chr7	142391891	142392412	522	+
ENSG00000211717	chr7	142399860	142400377	518	+
ENSG00000211720	chr7	142407672	142408136	465	+
ENSG00000211721	chr7	142450947	142451448	502	+
ENSG00000211724	chr7	142469537	142470013	477	+
ENSG00000211725	chr7	142482548	142483019	472	+
ENSG00000211727	chr7	142492132	142492673	542	+
ENSG00000211728	chr7	142500028	142500534	507	+
ENSG00000211731	chr7	142520090	142520556	467	+
ENSG00000211734	chr7	142320677	142321544	868	+
ENSG00000211739	chr7	142440883	142441325	443	+
ENSG00000211745	chr7	142345421	142345985	565	+
ENSG00000211746	chr7	142618849	142619532	684	+
ENSG00000211747	chr7	142626649	142627399	751	+
ENSG00000211749	chr7	142645961	142646467	507	+
ENSG00000211750	chr7	142656701	142657213	513	+
ENSG00000211751	chr7	142791694	142793368	1675	+
ENSG00000211752	chr7	142715346	142715861	516	+
ENSG00000211753	chr7	142720660	142721160	501	+
ENSG00000211764	chr7	142796365	142796414	50	+
ENSG00000211765	chr7	142796560	142796610	51	+
ENSG00000211766	chr7	142796697	142796742	46	+
ENSG00000211767	chr7	142796847	142796895	49	+
ENSG00000211768	chr7	142796998	142797047	50	+
ENSG00000211769	chr7	142797119	142797166	48	+
ENSG00000211770	chr7	142797239	142797291	53	+
ENSG00000211771	chr7	142797456	142797502	47	+
ENSG00000211772	chr7	142670777	142802748	131972	+
ENSG00000211776	chr14	21712321	21712843	523	+
ENSG00000211777	chr14	21723713	21724321	609	+
ENSG00000211778	chr14	21736152	21736982	831	+
ENSG00000211779	chr14	21749178	21749705	528	+
ENSG00000211780	chr14	21768489	21769080	592	+
ENSG00000211781	chr14	21782993	21783503	511	+
ENSG00000211782	chr14	21797287	21797886	600	+
ENSG00000211783	chr14	21811502	21811977	476	+
ENSG00000211784	chr14	21825472	21826075	604	+
ENSG00000211785	chr14	21841240	21841774	535	+
ENSG00000211786	chr14	21846537	21847221	685	+
ENSG00000211787	chr14	21852558	21853006	449	+
ENSG00000211788	chr14	21868839	21869365	527	+
ENSG00000211789	chr14	21887857	21888502	646	+
ENSG00000211790	chr14	21894433	21895030	598	+
ENSG00000211791	chr14	21918188	21918756	569	+
ENSG00000211792	chr14	21924063	21924651	589	+
ENSG00000211793	chr14	21941128	21941657	530	+
ENSG00000211794	chr14	21965451	21966061	611	+
ENSG00000211795	chr14	21978459	21979120	662	+
ENSG00000211796	chr14	21990496	21990938	443	+
ENSG00000211797	chr14	21997539	21998168	630	+
ENSG00000211798	chr14	22003106	22003673	568	+
ENSG00000211799	chr14	22007512	22008181	670	+
ENSG00000211800	chr14	22040594	22041153	560	+
ENSG00000211801	chr14	22052514	22053056	543	+
ENSG00000211802	chr14	22070557	22071208	652	+
ENSG00000211803	chr14	22086407	22086961	555	+
ENSG00000211804	chr14	22096032	22096619	588	+
ENSG00000211805	chr14	22105343	22105846	504	+
ENSG00000211806	chr14	22112347	22113031	685	+
ENSG00000211807	chr14	22123318	22124285	968	+
ENSG00000211808	chr14	22132553	22133034	482	+
ENSG00000211809	chr14	22147995	22148633	639	+
ENSG00000211810	chr14	22163238	22163870	633	+
ENSG00000211812	chr14	22202583	22203368	786	+
ENSG00000211813	chr14	22207522	22208129	608	+
ENSG00000211814	chr14	22221896	22222475	580	+
ENSG00000211815	chr14	22226746	22227254	509	+
ENSG00000211816	chr14	22271968	22272563	596	+
ENSG00000211817	chr14	22281105	22281748	644	+
ENSG00000211818	chr14	22304054	22304553	500	+
ENSG00000211819	chr14	22314490	22314919	430	+
ENSG00000211820	chr14	22320188	22320691	504	+
ENSG00000211821	chr14	22422371	22423042	672	+
ENSG00000211825	chr14	22450089	22450139	51	+
ENSG00000211826	chr14	22455249	22455296	48	+
ENSG00000211827	chr14	22456689	22456742	54	+
ENSG00000211828	chr14	22459098	22459156	59	+
ENSG00000211829	chr14	22272262	22465787	193526	+
ENSG00000211831	chr14	22475316	22475375	60	+
ENSG00000211832	chr14	22476553	22476606	54	+
ENSG00000211833	chr14	22477707	22477769	63	+
ENSG00000211834	chr14	22478872	22478934	63	+
ENSG00000211835	chr14	22479521	22479582	62	+
ENSG00000211836	chr14	22482287	22482346	60	+
ENSG00000211837	chr14	22483004	22483069	66	+
ENSG00000211838	chr14	22486228	22486296	69	+
ENSG00000211839	chr14	22488593	22488652	60	+
ENSG00000211840	chr14	22489488	22489543	56	+
ENSG00000211841	chr14	22490491	22490553	63	+
ENSG00000211842	chr14	22492851	22492907	57	+
ENSG00000211843	chr14	22493403	22493465	63	+
ENSG00000211844	chr14	22493925	22493990	66	+
ENSG00000211845	chr14	22494821	22494883	63	+
ENSG00000211846	chr14	22495913	22495966	54	+
ENSG00000211847	chr14	22496887	22496952	66	+
ENSG00000211848	chr14	22497657	22497718	62	+
ENSG00000211849	chr14	22499689	22499749	61	+
ENSG00000211850	chr14	22501601	22501663	63	+
ENSG00000211851	chr14	22502231	22502292	62	+
ENSG00000211854	chr14	22506644	22506702	59	+
ENSG00000211855	chr14	22507666	22507723	58	+
ENSG00000211856	chr14	22508602	22508658	57	+
ENSG00000211857	chr14	22509341	22509406	66	+
ENSG00000211858	chr14	22510968	22511024	57	+
ENSG00000211859	chr14	22512852	22512908	57	+
ENSG00000211860	chr14	22513939	22513998	60	+
ENSG00000211861	chr14	22515623	22515688	66	+
ENSG00000211862	chr14	22516273	22516331	59	+
ENSG00000211863	chr14	22518446	22518505	60	+
ENSG00000211864	chr14	22518812	22518871	60	+
ENSG00000211865	chr14	22519969	22520031	63	+
ENSG00000211866	chr14	22520416	22520478	63	+
ENSG00000211867	chr14	22522040	22522102	63	+
ENSG00000211868	chr14	22523600	22523654	55	+
ENSG00000211869	chr14	22524325	22524381	57	+
ENSG00000211870	chr14	22525263	22525322	60	+
ENSG00000211871	chr14	22525650	22525715	66	+
ENSG00000211872	chr14	22526844	22526906	63	+
ENSG00000211873	chr14	22528527	22528586	60	+
ENSG00000211875	chr14	22530327	22530378	52	+
ENSG00000211876	chr14	22531076	22531138	63	+
ENSG00000211877	chr14	22531939	22531998	60	+
ENSG00000211878	chr14	22532502	22532561	60	+
ENSG00000211879	chr14	22533497	22533560	64	+
ENSG00000211880	chr14	22535554	22535614	61	+
ENSG00000211881	chr14	22536145	22536204	60	+
ENSG00000211882	chr14	22537622	22537680	59	+
ENSG00000211883	chr14	22539073	22539134	62	+
ENSG00000211884	chr14	22540247	22540306	60	+
ENSG00000211885	chr14	22542199	22542261	63	+
ENSG00000211886	chr14	22543179	22543240	62	+
ENSG00000211887	chr14	22544071	22544136	66	+
ENSG00000211888	chr14	22545037	22545098	62	+
ENSG00000211890	chr14	105586889	105588395	1507	-
ENSG00000211891	chr14	105599941	105601728	1788	-
ENSG00000211892	chr14	105624341	105626066	1726	-
ENSG00000211893	chr14	105643052	105644790	1739	-
ENSG00000211895	chr14	105707118	105708665	1548	-
ENSG00000211896	chr14	105736343	105743071	6729	-
ENSG00000211897	chr14	105769102	105771405	2304	-
ENSG00000211898	chr14	105836765	105845678	8914	-
ENSG00000211899	chr14	105851708	105856218	4511	-
ENSG00000211900	chr14	105863198	105863258	61	-
ENSG00000211904	chr14	105865199	105865250	52	-
ENSG00000211905	chr14	105865407	105865458	52	-
ENSG00000211907	chr14	105881034	105881053	20	-
ENSG00000211909	chr14	105883903	105883922	20	-
ENSG00000211911	chr14	105886031	105886061	31	-
ENSG00000211912	chr14	105888551	105888578	28	-
ENSG00000211914	chr14	105891699	105891719	21	-
ENSG00000211915	chr14	105893542	105893561	20	-
ENSG00000211917	chr14	105895634	105895670	37	-
ENSG00000211918	chr14	105897957	105897987	31	-
ENSG00000211920	chr14	105901142	105901162	21	-
ENSG00000211921	chr14	105902649	105902671	23	-
ENSG00000211923	chr14	105904497	105904527	31	-
ENSG00000211924	chr14	105904681	105904711	31	-
ENSG00000211925	chr14	105907211	105907241	31	-
ENSG00000211928	chr14	105912257	105912276	20	-
ENSG00000211930	chr14	105914359	105914389	31	-
ENSG00000211931	chr14	105916826	105916856	31	-
ENSG00000211933	chr14	105939756	105940253	498	-
ENSG00000211934	chr14	105986582	105987083	502	-
ENSG00000211935	chr14	106005095	106005574	480	-
ENSG00000211937	chr14	106037902	106038365	464	-
ENSG00000211938	chr14	106062151	106062683	533	-
ENSG00000211941	chr14	106116635	106117204	570	-
ENSG00000211942	chr14	106129540	106130072	533	-
ENSG00000211943	chr14	106153624	106154163	540	-
ENSG00000211944	chr14	106165205	106165730	526	-
ENSG00000211945	chr14	106184901	106185394	494	-
ENSG00000211946	chr14	106210936	106211453	518	-
ENSG00000211947	chr14	106235064	106235594	531	-
ENSG00000211949	chr14	106268606	106269140	535	-
ENSG00000211950	chr14	106276548	106277043	496	-
ENSG00000211951	chr14	106301396	106301862	467	-
ENSG00000211952	chr14	106324254	106324760	507	-
ENSG00000211955	chr14	106359793	106360324	532	-
ENSG00000211956	chr14	106373663	106374145	483	-
ENSG00000211957	chr14	106389392	106389858	467	-
ENSG00000211958	chr14	106410493	106411021	529	-
ENSG00000211959	chr14	106421711	106422218	508	-
ENSG00000211961	chr14	106506996	106507491	496	-
ENSG00000211962	chr14	106511117	106511856	740	-
ENSG00000211964	chr14	106537810	106538344	535	-
ENSG00000211965	chr14	106556936	106557477	542	-
ENSG00000211966	chr14	106578744	106579236	493	-
ENSG00000211967	chr14	106592676	106593347	672	-
ENSG00000211968	chr14	106622357	106622855	499	-
ENSG00000211970	chr14	106639119	106639657	539	-
ENSG00000211972	chr14	106675017	106675544	528	-
ENSG00000211973	chr14	106714684	106715181	498	-
ENSG00000211974	chr14	106723574	106724093	520	-
ENSG00000211976	chr14	106802694	106803233	540	-
ENSG00000211978	chr14	106851123	106851417	295	-
ENSG00000211979	chr14	106874583	106875071	489	-
ENSG00000211991	chrX	70022857	70022923	67	+
ENSG00000211997	chr11	79402022	79402109	88	-
ENSG00000212013	chrX	147258760	147258850	91	-
ENSG00000212014	chrX	147259652	147259726	75	-
ENSG00000212017	chr6	57390132	57390212	81	+
ENSG00000212024	chr7	29680734	29680828	95	-
ENSG00000212027	chrX	74218547	74218618	72	-
ENSG00000212036	chr2	49059603	49059658	56	+
ENSG00000212040	chr14	101031987	101032064	78	+
ENSG00000212051	chr18	24321686	24321735	50	+
ENSG00000212100	chrX	114639435	114639519	85	+
ENSG00000212102	chr22	21652981	21653058	78	+
ENSG00000212122	chr5	113432554	113435031	2478	-
ENSG00000212123	chr19	5782960	5784765	1806	-
ENSG00000212124	chr12	11021619	11022620	1002	-
ENSG00000212125	chr12	10964425	10965352	928	-
ENSG00000212126	chr12	10985913	10986912	1000	-
ENSG00000212127	chr12	10937406	11171573	234168	-
ENSG00000212128	chr12	10907926	10909562	1637	-
ENSG00000212133	chr2	88383494	88383597	104	-
ENSG00000212134	chr20	31376319	31376446	128	+
ENSG00000212135	chr11	46762389	46762499	111	-
ENSG00000212136	chr21	37045530	37045636	107	+
ENSG00000212138	chr12	109059986	109060100	115	+
ENSG00000212140	chr2	94846533	94846639	107	-
ENSG00000212144	chr1	234593275	234593402	128	+
ENSG00000212145	chr3	41899111	41899253	143	-
ENSG00000212146	chr3	196341609	196341715	107	-
ENSG00000212147	chr6	105045562	105045668	107	-
ENSG00000212149	chr17	42940575	42940702	128	-
ENSG00000212153	chr7	141727984	141728148	165	+
ENSG00000212154	chr12	131661063	131661174	112	+
ENSG00000212156	chr10	2199387	2199488	102	+
ENSG00000212157	chr1	223976146	223976249	104	-
ENSG00000212158	chr3	184325696	184325771	76	+
ENSG00000212160	chr4	110278185	110278291	107	+
ENSG00000212161	chr1	159851906	159851972	67	-
ENSG00000212163	chr17	2330180	2330370	191	-
ENSG00000212165	chr20	16982831	16983033	203	-
ENSG00000212167	chr2	175022214	175022319	106	+
ENSG00000212168	chr2	57544535	57544599	65	+
ENSG00000212170	chr15	82174224	82174385	162	-
ENSG00000212171	chr2	20401627	20401724	98	-
ENSG00000212172	chr12	22195469	22195629	161	-
ENSG00000212175	chr2	55565703	55565850	148	+
ENSG00000212176	chr6	41239520	41239626	107	-
ENSG00000212181	chr2	148260574	148260708	135	-
ENSG00000212182	chr2	114005440	114005655	216	-
ENSG00000212184	chr2	201927439	201927543	105	+
ENSG00000212186	chr17	20126388	20126488	101	-
ENSG00000212187	chr1	212025561	212025682	122	+
ENSG00000212189	chr16	7004007	7004112	106	-
ENSG00000212190	chr17	30861843	30861938	96	+
ENSG00000212191	chr4	178685886	178685956	71	-
ENSG00000212195	chr17	58631641	58631836	196	-
ENSG00000212199	chr2	131229607	131229713	107	+
ENSG00000212204	chr2	33285769	33285887	119	-
ENSG00000212205	chr1	211803017	211803104	88	+
ENSG00000212206	chr17	8329583	8329719	137	+
ENSG00000212207	chrX	41570923	41571029	107	-
ENSG00000212211	chr3	60856389	60856605	217	-
ENSG00000212214	chrX	3532117	3532251	135	-
ENSG00000212215	chr5	61664145	61664239	95	-
ENSG00000212216	chr22	15701459	15701565	107	+
ENSG00000212219	chr7	151900275	151900374	100	+
ENSG00000212221	chr8	143350172	143350278	107	+
ENSG00000212224	chr20	41712479	41712600	122	-
ENSG00000212226	chr4	89130852	89130953	102	+
ENSG00000212228	chr16	11274113	11274236	124	-
ENSG00000212229	chr6	67210408	67210480	73	-
ENSG00000212230	chr1	243081156	243081259	104	-
ENSG00000212232	chr20	17962710	17962946	237	-
ENSG00000212237	chr1	228647912	228648032	121	-
ENSG00000212238	chr7	129756266	129756377	112	+
ENSG00000212240	chr6	28915645	28915744	100	+
ENSG00000212241	chrX	115139030	115139123	94	-
ENSG00000212242	chr6	136630243	136630355	113	+
ENSG00000212246	chr2	208019638	208019741	104	-
ENSG00000212247	chr20	13973316	13973424	109	-
ENSG00000212248	chr1	99978939	99979045	107	+
ENSG00000212249	chr5	68873954	68874087	134	+
ENSG00000212251	chr12	131299640	131299751	112	-
ENSG00000212257	chr1	65022968	65023074	107	-
ENSG00000212258	chr5	7047227	7047336	110	+
ENSG00000212259	chr5	95521369	95521475	107	+
ENSG00000212260	chr5	69530613	69530717	105	-
ENSG00000212264	chr7	23396446	23396516	71	+
ENSG00000212265	chr5	56260333	56260446	114	-
ENSG00000212266	chr1	117688621	117688742	122	-
ENSG00000212269	chr3	23641489	23641592	104	-
ENSG00000212270	chr14	25806648	25806712	65	-
ENSG00000212273	chr8	133644598	133644725	128	-
ENSG00000212276	chr9	106843749	106843866	118	-
ENSG00000212278	chr5	18236123	18236196	74	+
ENSG00000212279	chr15	74490959	74491028	70	-
ENSG00000212280	chr8	17748118	17748230	113	+
ENSG00000212282	chr4	12312588	12312690	103	+
ENSG00000212283	chr2	101272936	101273049	114	-
ENSG00000212289	chr11	27521605	27521726	122	-
ENSG00000212290	chr16	47450347	47450461	115	-
ENSG00000212292	chr1	154295503	154295601	99	+
ENSG00000212293	chr13	32420390	32420516	127	-
ENSG00000212295	chr6	156378750	156378824	75	+
ENSG00000212296	chr5	40832656	40832735	80	-
ENSG00000212297	chr3	198071311	198071417	107	-
ENSG00000212298	chr12	64204793	64204899	107	+
ENSG00000212302	chr14	22756761	22756829	69	-
ENSG00000212303	chr7	135665599	135665702	104	-
ENSG00000212304	chr20	49280683	49280772	90	+
ENSG00000212305	chr5	12297399	12297504	106	-
ENSG00000212306	chr15	100638363	100638457	95	+
ENSG00000212308	chr1	78375164	78375268	105	-
ENSG00000212309	chr2	202278108	202278192	85	+
ENSG00000212312	chr2	162496936	162497051	116	+
ENSG00000212314	chr19	54263951	54264053	103	-
ENSG00000212316	chr9	75198071	75198177	107	+
ENSG00000212319	chr3	101628310	101628406	97	-
ENSG00000212321	chrX	122840426	122840645	220	+
ENSG00000212324	chr10	83764358	83764464	107	+
ENSG00000212325	chr10	100398352	100398446	95	-
ENSG00000212327	chr3	9919051	9919153	103	-
ENSG00000212329	chr18	14190700	14190806	107	+
ENSG00000212330	chr14	102501676	102501779	104	+
ENSG00000212331	chr10	154831	154943	113	-
ENSG00000212332	chr10	86488446	86488549	104	+
ENSG00000212333	chr6	114220681	114220786	106	-
ENSG00000212335	chr14	22852616	22852728	113	-
ENSG00000212336	chr6	81622200	81622319	120	+
ENSG00000212338	chr1	179196473	179196579	107	+
ENSG00000212340	chr3	64511755	64511857	103	+
ENSG00000212342	chr8	130162972	130163127	156	+
ENSG00000212344	chr3	128141875	128141977	103	-
ENSG00000212345	chr12	9624122	9624228	107	-
ENSG00000212347	chrX	45892912	45892979	68	-
ENSG00000212348	chr8	74048677	74048784	108	+
ENSG00000212354	chr18	39678520	39678622	103	-
ENSG00000212358	chr12	17071398	17071505	108	-
ENSG00000212359	chr4	120810469	120810569	101	+
ENSG00000212360	chr1	61852499	61852602	104	+
ENSG00000212363	chr5	74882656	74882783	128	-
ENSG00000212365	chr11	14134986	14135100	115	+
ENSG00000212366	chr1	72717663	72717769	107	-
ENSG00000212368	chr4	76356610	76356715	106	-
ENSG00000212370	chr5	112778363	112778469	107	+
ENSG00000212371	chr14	77466284	77466436	153	+
ENSG00000212373	chr4	166918364	166918478	115	-
ENSG00000212374	chr15	83717427	83717522	96	+
ENSG00000212377	chr13	72453902	72453967	66	-
ENSG00000212378	chr2	72760534	72760602	69	+
ENSG00000212379	chr16	58378052	58378148	97	-
ENSG00000212380	chr15	25264510	25264590	81	+
ENSG00000212382	chr16	27863251	27863356	106	+
ENSG00000212383	chr12	56861375	56861508	134	+
ENSG00000212384	chr14	100927342	100927413	72	+
ENSG00000212385	chr1	116413766	116413869	104	-
ENSG00000212387	chr4	186501109	186501215	107	+
ENSG00000212388	chr15	84939617	84939723	107	-
ENSG00000212389	chr2	147877422	147877528	107	+
ENSG00000212391	chr2	226968989	226969122	134	-
ENSG00000212392	chr3	57493667	57493780	114	+
ENSG00000212395	chr9	131782860	131782958	99	-
ENSG00000212396	chr10	93510548	93510680	133	-
ENSG00000212397	chr11	112602354	112602452	99	-
ENSG00000212398	chr1	223690051	223690114	64	+
ENSG00000212402	chr5	173020728	173020928	201	+
ENSG00000212404	chr2	182828124	182828221	98	+
ENSG00000212407	chr8	32911493	32911598	106	-
ENSG00000212409	chr9	111097325	111097413	89	-
ENSG00000212410	chr2	157985789	157985894	106	-
ENSG00000212411	chr10	29575306	29575381	76	+
ENSG00000212413	chr10	103312436	103312568	133	-
ENSG00000212414	chr8	100004583	100004649	67	+
ENSG00000212415	chr15	32970727	32970791	65	+
ENSG00000212418	chr17	76703632	76703727	96	-
ENSG00000212420	chr15	89886485	89886591	107	-
ENSG00000212421	chr9	87260450	87260585	136	+
ENSG00000212422	chr7	10222797	10223011	215	+
ENSG00000212424	chr15	44884616	44884780	165	+
ENSG00000212425	chr2	137512098	137512210	113	-
ENSG00000212428	chr15	25159221	25159279	59	+
ENSG00000212429	chr8	80749561	80749693	133	-
ENSG00000212432	chr12	9445058	9445205	148	+
ENSG00000212433	chr8	10686569	10686687	119	+
ENSG00000212434	chrX	69692956	69693155	200	+
ENSG00000212440	chr12	9286673	9286822	150	-
ENSG00000212441	chr9	40233923	40234029	107	+
ENSG00000212442	chr3	35256840	35256946	107	-
ENSG00000212443	chr12	98599635	98599883	249	+
ENSG00000212445	chr16	68189287	68189421	135	+
ENSG00000212446	chr17	44135883	44135989	107	-
ENSG00000212447	chr9	122880213	122880323	111	-
ENSG00000212448	chr12	95617689	95617786	98	+
ENSG00000212450	chr7	45789585	45789688	104	+
ENSG00000212451	chr8	126671522	126671654	133	+
ENSG00000212452	chr3	52692736	52692812	77	+
ENSG00000212454	chr9	73750972	73751077	106	-
ENSG00000212455	chr2	18040606	18040733	128	-
ENSG00000212457	chr5	116188455	116188552	98	-
ENSG00000212458	chr4	1118884	1119013	130	+
ENSG00000212459	chr1	90253456	90253559	104	-
ENSG00000212460	chr5	138116573	138116680	108	+
ENSG00000212461	chr12	71639355	71639483	129	+
ENSG00000212464	chr10	100237156	100237302	147	-
ENSG00000212466	chr11	102313722	102313829	108	+
ENSG00000212468	chr6	46018745	46018851	107	+
ENSG00000212469	chr17	56871170	56871276	107	+
ENSG00000212473	chr8	70077906	70078032	127	-
ENSG00000212475	chr12	33576095	33576200	106	+
ENSG00000212479	chr21	29180425	29180639	215	-
